catalog_id,sdss_name,plate,mjd,fiberID,ra_deg,dec_deg,redshift,redshift_err,mag_u,mag_g,mag_r,mag_i,mag_z,magErr_u,magErr_g,magErr_r,magErr_i,magErr_z,petroMag_r,petroR50_arcsec,petroR90_arcsec,extinction_r_mag,velocity_dispersion_kms,velDisp_err_kms,Halpha_flux_1e-17,Hbeta_flux_1e-17,OIII5007_flux_1e-17,NII6584_flux_1e-17,D4000,BPT_class,log_stellar_mass_Msun,sdss_explore_url,sdss_spectrum_fits_url,sdss_image_cutout_url
194,SDSS J155743.54+272056.4,1392,52822,272,239.431401,27.348990,0.091906,0.000028,20.0992,18.0836,17.0988,16.6837,16.3209,0.0671,0.0075,0.0053,0.0052,0.0107,17.2643,1.5051,4.2640,0.1169,144.1746,10.7841,5.3861,5.5544,1.0583,2.4912,1.9422,-1,10.6966,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.43140139258483&dec=27.348990132842463,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=272,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.43140139258483&dec=27.348990132842463&scale=0.2&width=200&height=200
195,SDSS J155806.83+271858.6,1392,52822,273,239.528451,27.316264,0.089722,0.000038,20.4257,18.4884,17.4738,16.9952,16.5988,0.0808,0.0091,0.0062,0.0060,0.0122,17.4805,1.5990,8.4381,0.1191,174.9252,13.9462,20.6119,14.4405,2.2344,0.5010,2.1906,-1,10.6277,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.52845123850378&dec=27.316264449577453,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=273,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.52845123850378&dec=27.316264449577453&scale=0.2&width=200&height=200
196,SDSS J155800.28+271802.2,1392,52822,274,239.501147,27.300622,0.090147,0.000024,19.6849,17.5247,16.5089,16.0661,15.6740,0.0520,0.0058,0.0041,0.0040,0.0074,16.6257,1.7582,5.1230,0.1182,201.6621,9.1103,19.1547,16.3634,7.9846,-12.6725,2.1438,-1,11.0369,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.50114719426995&dec=27.300621647838877,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=274,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.50114719426995&dec=27.300621647838877&scale=0.2&width=200&height=200
197,SDSS J155806.43+271626.8,1392,52822,275,239.526774,27.274108,0.086841,0.000027,19.1416,17.0520,16.0186,15.5519,15.1449,0.0385,0.0047,0.0034,0.0034,0.0057,16.1413,2.1645,6.4196,0.1200,294.1295,11.1622,42.8916,35.0275,11.0912,11.1048,2.1648,-1,11.2018,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.5267741445338&dec=27.274108351230694,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=275,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.5267741445338&dec=27.274108351230694&scale=0.2&width=200&height=200
198,SDSS J155747.03+271857.2,1392,52822,276,239.445962,27.315881,0.100915,0.000015,18.7819,17.1598,16.3023,15.8761,15.5336,0.0387,0.0057,0.0044,0.0044,0.0091,16.4821,3.3408,8.7616,0.1171,148.2229,13.3586,168.7460,31.8139,17.6458,125.7939,1.6170,3,11.0222,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.4459622785154&dec=27.31588141816616,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=276,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.4459622785154&dec=27.31588141816616&scale=0.2&width=200&height=200
199,SDSS J155749.68+271812.6,1392,52822,277,239.457020,27.303509,0.093580,0.000033,20.2639,18.3708,17.3405,16.8866,16.4768,0.0727,0.0086,0.0058,0.0057,0.0114,17.3470,1.6993,5.1876,0.1174,138.0935,12.8769,8.8162,3.0777,0.3055,5.3339,1.9627,-1,10.7024,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.45702003207964&dec=27.303509128099385,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=277,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.45702003207964&dec=27.303509128099385&scale=0.2&width=200&height=200
200,SDSS J155749.69+272130.5,1392,52822,278,239.457023,27.358480,0.086763,0.000040,20.7162,18.6835,17.7065,17.3022,16.9483,0.0918,0.0096,0.0067,0.0067,0.0141,17.7927,1.2878,3.5378,0.1168,166.7623,14.4192,6.9250,-0.8502,3.8661,1.6249,0.0000,-1,10.3867,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.4570226146744&dec=27.35847965009813,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=278,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.4570226146744&dec=27.35847965009813&scale=0.2&width=200&height=200
201,SDSS J155807.44+271443.7,1392,52822,279,239.531016,27.245484,0.089499,0.000029,20.3220,18.0920,17.0631,16.5641,16.1609,0.0707,0.0070,0.0048,0.0047,0.0087,17.1441,1.4597,4.1612,0.1193,194.2667,10.7921,5.0562,3.7959,-0.8951,0.8747,2.1874,-1,10.8372,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.5310158421217&dec=27.245484412620293,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=279,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.5310158421217&dec=27.245484412620293&scale=0.2&width=200&height=200
202,SDSS J155804.74+271149.6,1392,52822,280,239.519749,27.197107,0.082857,0.000010,19.2559,17.8976,17.2152,16.8023,16.5147,0.0352,0.0064,0.0053,0.0054,0.0121,17.2375,2.0000,4.2916,0.1156,106.4090,12.6503,216.9067,50.7516,12.3058,81.6260,1.5456,2,10.3606,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.51974917529884&dec=27.197107235777047,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=280,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.51974917529884&dec=27.197107235777047&scale=0.2&width=200&height=200
203,SDSS J155824.66+265607.4,1392,52822,282,239.602744,26.935376,0.097346,0.000011,18.6456,17.3736,16.6638,16.2483,16.1346,0.0601,0.0094,0.0077,0.0084,0.0258,16.7514,7.9355,23.7009,0.1315,24.9103,39.1293,156.4812,32.1739,7.0538,44.1705,1.5643,2,10.5042,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.60274410646997&dec=26.93537629757289,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=282,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.60274410646997&dec=26.93537629757289&scale=0.2&width=200&height=200
204,SDSS J155831.71+265632.5,1392,52822,285,239.632124,26.942363,0.085407,0.000013,18.7253,17.3222,16.6123,16.1934,15.9099,0.0387,0.0060,0.0050,0.0052,0.0123,16.6539,3.8992,8.2736,0.1366,118.5557,19.1524,117.8823,27.7885,5.3334,32.6917,1.6458,2,10.6446,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.63212378372134&dec=26.942363088930406,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=285,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.63212378372134&dec=26.942363088930406&scale=0.2&width=200&height=200
205,SDSS J155910.67+265240.9,1392,52822,287,239.794467,26.878033,0.091250,0.000033,19.9688,18.1248,17.1547,16.7207,16.3434,0.0572,0.0072,0.0052,0.0051,0.0100,17.2289,1.6589,5.0713,0.1431,194.6727,13.3438,2.0533,-3.2062,-1.5765,-0.4794,2.0547,-1,10.6566,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.79446733992944&dec=26.87803263166404,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=287,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.79446733992944&dec=26.87803263166404&scale=0.2&width=200&height=200
206,SDSS J155820.74+265646.2,1392,52822,288,239.586418,26.946153,0.087926,0.000020,18.8180,16.9191,16.0038,15.6048,15.2604,0.0340,0.0043,0.0034,0.0035,0.0067,16.0754,2.5580,8.3364,0.1296,171.6235,8.4667,5.7930,-6.1710,-5.5605,-2.4767,2.0421,-1,10.9834,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.5864179077746&dec=26.946153213843782,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=288,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.5864179077746&dec=26.946153213843782&scale=0.2&width=200&height=200
207,SDSS J155925.58+265018.0,1392,52822,289,239.856592,26.838325,0.101201,0.000033,20.2973,18.3455,17.3647,16.9473,16.5672,0.0791,0.0084,0.0059,0.0059,0.0121,17.4318,1.8583,4.7469,0.1457,103.3098,10.3868,20.9785,6.8827,12.8984,25.4530,1.9363,5,10.6482,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.8565917974734&dec=26.83832548791019,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=289,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.8565917974734&dec=26.83832548791019&scale=0.2&width=200&height=200
208,SDSS J155955.95+264543.3,1392,52822,290,239.983117,26.762015,0.101785,0.000018,20.3974,18.4896,17.4250,16.8500,16.3781,0.1061,0.0115,0.0071,0.0066,0.0133,17.3558,3.1779,8.2710,0.1357,117.7612,23.0389,97.7292,18.1061,9.0306,34.3515,1.8806,2,10.9860,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.98311727388761&dec=26.762015326134897,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=290,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.98311727388761&dec=26.762015326134897&scale=0.2&width=200&height=200
209,SDSS J155955.48+265705.3,1392,52822,291,239.981167,26.951482,0.103712,0.000038,20.4821,18.4884,17.4084,16.8972,16.4618,0.0849,0.0084,0.0057,0.0054,0.0103,17.3921,1.8906,5.0604,0.1199,165.8110,13.1088,33.0025,4.7041,11.1651,13.9780,1.9959,2,10.8664,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.9811665522301&dec=26.951481600267527,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=291,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.9811665522301&dec=26.951481600267527&scale=0.2&width=200&height=200
210,SDSS J155821.28+265923.4,1392,52822,292,239.588670,26.989823,0.064953,0.000022,19.5786,17.6049,16.6785,16.2246,15.8618,0.0446,0.0057,0.0043,0.0041,0.0078,16.7540,1.7625,5.1828,0.1341,144.1893,9.3968,8.3880,7.6781,-8.6722,-0.1349,2.1147,-1,10.5837,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.58866991862914&dec=26.989823392128585,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=292,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.58866991862914&dec=26.989823392128585&scale=0.2&width=200&height=200
211,SDSS J155933.35+265514.0,1392,52822,294,239.888975,26.920556,0.087180,0.000038,19.8419,18.1790,17.3919,17.0626,16.8308,0.0624,0.0082,0.0065,0.0068,0.0162,17.6110,1.8939,4.5970,0.1331,82.3156,11.2676,-1.0202,-5.2862,4.1796,1.7940,1.6651,-1,10.1870,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.88897480600662&dec=26.920555984945345,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=294,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.88897480600662&dec=26.920555984945345&scale=0.2&width=200&height=200
212,SDSS J155944.72+265729.7,1392,52822,296,239.936345,26.958259,0.124833,0.000022,20.3772,18.5239,17.6099,17.1283,16.7765,0.1139,0.0113,0.0081,0.0080,0.0185,17.6454,3.1483,7.0585,0.1211,152.9346,34.1782,71.7132,7.9631,10.0440,40.6033,1.7286,2,10.6958,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.93634523061468&dec=26.958259443169453,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=296,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.93634523061468&dec=26.958259443169453&scale=0.2&width=200&height=200
213,SDSS J155840.00+265839.6,1392,52822,297,239.666661,26.977664,0.064261,0.000016,18.5352,16.5212,15.5718,15.1383,14.7817,0.0286,0.0039,0.0030,0.0029,0.0051,15.6467,3.1292,10.6460,0.1407,189.4577,7.7032,117.7780,32.8795,30.5589,141.0493,2.1128,4,11.0059,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.66666070139524&dec=26.97766420786027,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=297,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.66666070139524&dec=26.97766420786027&scale=0.2&width=200&height=200
214,SDSS J155911.98+265354.4,1392,52822,298,239.799897,26.898435,0.123128,0.000028,19.6741,17.7771,16.7220,16.2972,15.9104,0.0497,0.0062,0.0043,0.0043,0.0080,16.8187,1.8658,5.3922,0.1405,189.9632,10.3524,7.6395,2.7026,10.5993,15.1605,2.0227,-1,11.0988,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.7998965256495&dec=26.89843508527554,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=298,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.7998965256495&dec=26.89843508527554&scale=0.2&width=200&height=200
215,SDSS J155929.05+265507.9,1392,52822,299,239.871034,26.918853,0.085911,0.000031,19.5782,17.5899,16.5727,16.1180,15.7415,0.0672,0.0069,0.0048,0.0047,0.0096,16.8483,2.6507,6.4408,0.1350,125.4545,10.7264,19.7697,3.4303,6.2740,25.9433,2.0154,-1,10.9064,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.87103434004752&dec=26.91885333075234,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=299,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.87103434004752&dec=26.91885333075234&scale=0.2&width=200&height=200
216,SDSS J155909.15+265452.1,1392,52822,300,239.788118,26.914485,0.086656,0.000026,19.4347,17.3592,16.3593,15.9060,15.5414,0.0632,0.0062,0.0044,0.0043,0.0089,16.4418,3.7698,10.8209,0.1386,144.0735,9.8496,10.7828,1.1839,-1.5314,3.4178,2.1508,-1,10.9960,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.78811796981887&dec=26.91448469591124,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=300,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.78811796981887&dec=26.91448469591124&scale=0.2&width=200&height=200
217,SDSS J155703.96+272026.4,1392,52822,302,239.266487,27.340674,0.088260,0.000037,20.1371,18.2409,17.3254,16.9141,16.5673,0.0686,0.0079,0.0057,0.0057,0.0124,17.3123,2.1899,5.7942,0.1083,104.9763,11.2021,4.1349,-1.9917,0.8683,2.9356,2.0359,-1,10.4887,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.26648680448375&dec=27.340674173306102,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=302,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.26648680448375&dec=27.340674173306102&scale=0.2&width=200&height=200
218,SDSS J155714.14+271608.0,1392,52822,304,239.308917,27.268897,0.095822,0.000007,19.9514,18.5117,17.7802,17.2964,16.9995,0.0514,0.0084,0.0066,0.0064,0.0145,17.7645,1.5287,3.6266,0.1123,94.0823,19.1161,388.5892,82.5315,39.3915,129.8649,1.4785,1,10.4147,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.30891734975768&dec=27.268897195918544,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=304,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.30891734975768&dec=27.268897195918544&scale=0.2&width=200&height=200
219,SDSS J155737.01+270806.5,1392,52822,305,239.404198,27.135133,0.091845,0.000033,20.4002,18.4985,17.5068,17.0725,16.7053,0.0676,0.0082,0.0057,0.0056,0.0110,17.5710,1.1827,3.2160,0.1092,158.8134,12.6341,6.6243,2.1645,0.7534,0.0650,2.1279,-1,10.5377,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.4041982616851&dec=27.13513261594503,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=305,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.4041982616851&dec=27.13513261594503&scale=0.2&width=200&height=200
220,SDSS J155737.42+272037.8,1392,52822,306,239.405905,27.343827,0.094307,0.000026,20.0450,17.8642,16.8489,16.4177,16.0257,0.0740,0.0071,0.0049,0.0049,0.0098,16.9045,2.2497,6.6573,0.1170,149.0734,9.9082,4.0227,-3.4843,8.7082,4.7337,2.3160,-1,10.8990,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.4059053614486&dec=27.343826963481664,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=306,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.4059053614486&dec=27.343826963481664&scale=0.2&width=200&height=200
221,SDSS J155719.30+271631.4,1392,52822,307,239.330422,27.275392,0.098019,0.000020,19.5154,17.6515,16.6988,16.2416,15.8836,0.0578,0.0068,0.0048,0.0047,0.0099,16.8213,2.6418,7.5282,0.1141,120.9414,10.9475,108.7352,16.7209,46.7675,114.8846,1.8904,5,10.9179,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.3304223900501&dec=27.275392456001242,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=307,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.3304223900501&dec=27.275392456001242&scale=0.2&width=200&height=200
222,SDSS J155706.55+270709.4,1392,52822,308,239.277293,27.119275,0.067607,0.000013,19.3812,17.8842,17.1882,16.8066,16.5240,0.0483,0.0081,0.0056,0.0061,0.0153,17.2171,2.2936,4.8308,0.1084,69.0217,14.8755,126.3893,29.9893,1.7477,38.5560,1.6694,2,10.1358,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.27729313806356&dec=27.11927512725678,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=308,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.27729313806356&dec=27.11927512725678&scale=0.2&width=200&height=200
223,SDSS J155739.26+270656.5,1392,52822,309,239.413602,27.115681,0.095401,0.000021,18.8032,17.2133,16.3824,15.9411,15.5784,0.0459,0.0064,0.0049,0.0049,0.0106,16.7057,3.4128,7.8643,0.1091,117.8459,12.2432,76.3182,14.6370,19.7596,54.7560,1.8438,5,10.9796,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.4136015792186&dec=27.115681226570388,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=309,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.4136015792186&dec=27.115681226570388&scale=0.2&width=200&height=200
224,SDSS J155732.82+271505.7,1392,52822,310,239.386744,27.251580,0.086008,0.000036,19.8805,17.9952,17.0222,16.5832,16.1878,0.0534,0.0067,0.0048,0.0048,0.0091,17.0660,1.5586,5.1549,0.1157,217.2840,13.9413,4.3294,-3.3532,0.2138,-4.7145,2.1474,-1,10.7072,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.38674399948417&dec=27.25158024816996,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=310,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.38674399948417&dec=27.25158024816996&scale=0.2&width=200&height=200
225,SDSS J155639.04+271753.1,1392,52822,311,239.162650,27.298089,0.089561,0.000026,19.7390,17.8393,16.9024,16.5023,16.1409,0.0504,0.0064,0.0047,0.0046,0.0092,16.9921,1.7395,5.4967,0.1012,153.6465,9.0595,6.6642,7.0768,-3.3073,-6.3972,2.1630,-1,10.6920,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.16265037914047&dec=27.29808894329566,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=311,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.16265037914047&dec=27.29808894329566&scale=0.2&width=200&height=200
226,SDSS J155703.37+271813.0,1392,52822,312,239.264047,27.303625,0.094276,0.000017,18.2569,16.6648,15.8154,15.3669,15.0085,0.0264,0.0044,0.0034,0.0034,0.0065,16.0286,3.4472,9.5504,0.1087,166.5941,10.8496,205.3152,48.4331,17.8177,93.2416,1.7823,2,11.1973,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.2640465892809&dec=27.303624606721367,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=312,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.2640465892809&dec=27.303624606721367&scale=0.2&width=200&height=200
227,SDSS J155724.25+271847.8,1392,52822,313,239.351036,27.313287,0.090262,0.000035,20.0235,18.1661,17.2044,16.7527,16.3506,0.0694,0.0081,0.0056,0.0055,0.0113,17.2541,2.0049,6.1970,0.1160,122.9381,12.6090,19.4502,9.2138,4.9077,-5.5328,2.0378,2,10.6670,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.35103597119786&dec=27.313287392761556,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=313,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.35103597119786&dec=27.313287392761556&scale=0.2&width=200&height=200
228,SDSS J155627.38+271642.5,1392,52822,314,239.114073,27.278468,0.088723,0.000030,20.0630,18.1322,17.1663,16.7486,16.2069,0.0649,0.0075,0.0053,0.0052,0.0100,17.2646,1.7056,5.1234,0.0998,149.5413,11.2410,-0.6165,0.3152,-6.2660,-2.8212,2.1764,-1,10.7413,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.1140726189305&dec=27.278467959152387,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=314,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.1140726189305&dec=27.278467959152387&scale=0.2&width=200&height=200
229,SDSS J155731.07+270608.8,1392,52822,315,239.379453,27.102452,0.088240,0.000026,19.5306,17.5941,16.5963,16.1257,15.7123,0.0501,0.0060,0.0042,0.0041,0.0078,16.7215,2.0533,6.2294,0.1074,184.6739,10.0416,47.5720,16.5321,2.6198,25.3816,2.1924,2,10.9441,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.37945283568615&dec=27.102451576613515,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=315,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.37945283568615&dec=27.102451576613515&scale=0.2&width=200&height=200
230,SDSS J155559.87+272031.6,1392,52822,316,238.999447,27.342112,0.090188,0.000053,19.9733,18.2057,17.3302,16.9051,16.5914,0.0979,0.0112,0.0079,0.0080,0.0206,17.6045,2.9187,7.2510,0.1015,83.4275,19.8349,3.6689,1.7309,-1.6482,-3.3109,1.9926,-1,10.4891,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=238.9994465805679&dec=27.342112138172936,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=316,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=238.9994465805679&dec=27.342112138172936&scale=0.2&width=200&height=200
231,SDSS J155648.45+271659.2,1392,52822,317,239.201863,27.283104,0.087953,0.000035,20.4048,18.3578,17.4768,17.0983,16.8358,0.0877,0.0088,0.0064,0.0065,0.0153,17.6438,1.6123,4.1504,0.1037,102.5443,13.8281,-5.3803,-1.3128,-8.2203,1.2959,1.9918,-1,10.4144,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.20186307379794&dec=27.283104473293854,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=317,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.20186307379794&dec=27.283104473293854&scale=0.2&width=200&height=200
232,SDSS J155624.12+271742.1,1392,52822,318,239.100500,27.295022,0.095697,0.000036,20.3217,18.2611,17.2897,16.8660,16.5023,0.0573,0.0069,0.0051,0.0050,0.0095,17.3374,0.9969,2.9466,0.0999,260.2566,13.6970,-2.3155,1.1304,7.0960,2.7726,2.1683,-1,10.6817,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.1005003312465&dec=27.295021752779462,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=318,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.1005003312465&dec=27.295021752779462&scale=0.2&width=200&height=200
233,SDSS J155720.17+271052.9,1392,52822,319,239.334036,27.181364,0.091637,0.000040,20.5232,18.6988,17.8011,17.3676,16.9812,0.0958,0.0103,0.0072,0.0075,0.0164,17.7966,1.8653,4.3432,0.1100,71.2374,18.5558,36.6896,5.5204,2.1904,11.8293,1.9888,2,10.3861,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.33403602449403&dec=27.181364392170277,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=319,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.33403602449403&dec=27.181364392170277&scale=0.2&width=200&height=200
234,SDSS J155725.63+270559.4,1392,52822,320,239.356775,27.099838,0.086083,0.000035,20.3542,18.5790,17.6327,17.2162,16.8917,0.0632,0.0085,0.0060,0.0060,0.0122,17.7034,1.1666,3.0272,0.1067,124.9708,10.7795,3.6586,-4.8258,0.9098,-2.3719,2.0652,-1,10.3609,https://skyserver.sdss.org/dr17/VisualTools/explore/summary?ra=239.35677483432232&dec=27.09983830307187,https://dr17.sdss.org/optical/spectrum/view/data/format=fits?plateid=1392&mjd=52822&fiberid=320,https://skyserver.sdss.org/dr17/SkyServerWS/ImgCutout/getjpeg?ra=239.35677483432232&dec=27.09983830307187&scale=0.2&width=200&height=200
